image_name,abs_path,butterfly,cat,chicken,cow,dog,elephant,horse,sheep,spider,squirrel,split
OIP-8b8U3jVaaDtjCU0H7fuK2wHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-8b8U3jVaaDtjCU0H7fuK2wHaHa.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-k3ranxMe2d-8-KCRk660bwHaF1.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/OIP-k3ranxMe2d-8-KCRk660bwHaF1.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-cG4ZAWSMeaPFCZlfwA2BxgHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/OIP-cG4ZAWSMeaPFCZlfwA2BxgHaHa.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-oc9FaKXFOnZ8-jf-6E6JQwHaFE.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/sheep/OIP-oc9FaKXFOnZ8-jf-6E6JQwHaFE.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-Uoa2Z4NsE5v-zOJNxlRTEQHaFO.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-Uoa2Z4NsE5v-zOJNxlRTEQHaFO.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-XCosQ3aUb80kxgfaZKWNsgHaDU.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/sheep/OIP-XCosQ3aUb80kxgfaZKWNsgHaDU.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-FE_5eUeUZlMEtoA4BPW8JgHaFz.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/sheep/OIP-FE_5eUeUZlMEtoA4BPW8JgHaFz.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-0ynVYYZyTyrWcIheuuyyMQHaNI.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-0ynVYYZyTyrWcIheuuyyMQHaNI.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-yaFWtpNnPr0dhBxvfGarnQHaH6.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/cow/OIP-yaFWtpNnPr0dhBxvfGarnQHaH6.jpeg,0,0,0,1,0,0,0,0,0,0,train
OIP-oxBjldXQMMrOT9tBk9_GPwHaE6.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/butterfly/OIP-oxBjldXQMMrOT9tBk9_GPwHaE6.jpeg,1,0,0,0,0,0,0,0,0,0,train
OIP-MRVO8sHTmYsDYJD_rKEBugHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-MRVO8sHTmYsDYJD_rKEBugHaFj.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-E9NM2O8ncDHm_M0iuVpfUgHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-E9NM2O8ncDHm_M0iuVpfUgHaFj.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-JzH3pQXncPXX_SbUI5NbRQHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/squirrel/OIP-JzH3pQXncPXX_SbUI5NbRQHaHa.jpeg,0,0,0,0,0,0,0,0,0,1,train
503.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/503.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-ch2g1R6iveCrvmYKFmNQ2AHaFk.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-ch2g1R6iveCrvmYKFmNQ2AHaFk.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-WcxADz6qRKDiUDvFOhYKSwHaEK.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/squirrel/OIP-WcxADz6qRKDiUDvFOhYKSwHaEK.jpeg,0,0,0,0,0,0,0,0,0,1,train
OIP-l4qjM0rtSkIivt9o6hrLSwHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-l4qjM0rtSkIivt9o6hrLSwHaFj.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-J9L_LbNC8wdzQdXKKk1JEQHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-J9L_LbNC8wdzQdXKKk1JEQHaFj.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-lc-XI7zZDOVDnl1DdknHsAHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-lc-XI7zZDOVDnl1DdknHsAHaHa.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-sm7U5DOXvO_eTWgC8MUn3QHaFx.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-sm7U5DOXvO_eTWgC8MUn3QHaFx.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-5AenwC48vvo8cXOXHvr7iAAAAA.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-5AenwC48vvo8cXOXHvr7iAAAAA.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-OYSysEopIGYZUwDU1YjrKgHaE0.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-OYSysEopIGYZUwDU1YjrKgHaE0.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-qufTw7ykFzYfgFsEXGEzlAHaGu.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-qufTw7ykFzYfgFsEXGEzlAHaGu.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-PjnjdbVyS3Hh7Q8uwzkgQgHaNK.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-PjnjdbVyS3Hh7Q8uwzkgQgHaNK.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-G1vC9x2zkmKBxOTyGrTZVAHaJ3.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-G1vC9x2zkmKBxOTyGrTZVAHaJ3.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-EV6ye_SwFoX2zvn7IL7PYwHaGe.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-EV6ye_SwFoX2zvn7IL7PYwHaGe.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-rqV6wKqCLZ6eKo-dZsNcowHaEo.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/elephant/OIP-rqV6wKqCLZ6eKo-dZsNcowHaEo.jpeg,0,0,0,0,0,1,0,0,0,0,train
OIP-jt8Mrhz7zMkAYG6InihNdgHaFP.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-jt8Mrhz7zMkAYG6InihNdgHaFP.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-iTxD7HG7rxPLqYT9wWNH9QHaFS.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-iTxD7HG7rxPLqYT9wWNH9QHaFS.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-m_Mut6OSqi3ApNRtyjmafwHaE8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/squirrel/OIP-m_Mut6OSqi3ApNRtyjmafwHaE8.jpeg,0,0,0,0,0,0,0,0,0,1,train
OIP-Xa9PvNZZH3CXAty_NoZC5wHaE7.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/elephant/OIP-Xa9PvNZZH3CXAty_NoZC5wHaE7.jpeg,0,0,0,0,0,1,0,0,0,0,train
OIP-LHT_os7yE5nKV25uOkMGjQHaHq.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-LHT_os7yE5nKV25uOkMGjQHaHq.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-8_zgdxfbHPditvk7dlI2ewHaHZ.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/cow/OIP-8_zgdxfbHPditvk7dlI2ewHaHZ.jpeg,0,0,0,1,0,0,0,0,0,0,train
OIP-rsByBd8rN_7VEEFxrodSCAHaGO.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-rsByBd8rN_7VEEFxrodSCAHaGO.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-UkAzb9xfX1SpwvKb_ZgLZAHaFx.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-UkAzb9xfX1SpwvKb_ZgLZAHaFx.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-ausPdx0N0CBfDDtUrr2-rwHaE6.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/squirrel/OIP-ausPdx0N0CBfDDtUrr2-rwHaE6.jpeg,0,0,0,0,0,0,0,0,0,1,train
OIP-CXb5UKNpBWNqEwSZAtbKdQHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/OIP-CXb5UKNpBWNqEwSZAtbKdQHaFj.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-PFeEDHzfg-4J3Xq687vluwHaFB.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-PFeEDHzfg-4J3Xq687vluwHaFB.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-L550KLpd8k_eXna2TiEfLwHaGw.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-L550KLpd8k_eXna2TiEfLwHaGw.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-UsKm2WrWkR4zkzJOjueGUAAAAA.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-UsKm2WrWkR4zkzJOjueGUAAAAA.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-hycA6E5_KxeNqITxY0OptQHaE-.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-hycA6E5_KxeNqITxY0OptQHaE-.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-rIxTofzbqZO2WUBQ4FAbbwHaI8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-rIxTofzbqZO2WUBQ4FAbbwHaI8.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-apR_70MHLieeCRBkr2tfrAHaFt.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/sheep/OIP-apR_70MHLieeCRBkr2tfrAHaFt.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-P8DOYYK_sGSN_jFT_8j4KwHaGS.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/butterfly/OIP-P8DOYYK_sGSN_jFT_8j4KwHaGS.jpeg,1,0,0,0,0,0,0,0,0,0,train
OIP-Y8iVuojHrT1ERw3JCUAcpQHaEK.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-Y8iVuojHrT1ERw3JCUAcpQHaEK.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-bFypi3kkLspI6n-ExobSiQHaJD.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/elephant/OIP-bFypi3kkLspI6n-ExobSiQHaJD.jpeg,0,0,0,0,0,1,0,0,0,0,train
1495.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/cat/1495.jpeg,0,1,0,0,0,0,0,0,0,0,train
OIP-iFRCXb_PVFD-SkiQIg30mgHaEL.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-iFRCXb_PVFD-SkiQIg30mgHaEL.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-cz9ogXbrwPX7F71TBFrPCAHaE7.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-cz9ogXbrwPX7F71TBFrPCAHaE7.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-7RwhPPot3bDbuJa1xQBU1gHaEK.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/cow/OIP-7RwhPPot3bDbuJa1xQBU1gHaEK.jpeg,0,0,0,1,0,0,0,0,0,0,train
OIP-U9MbyoXhmRLFaeSA1ZBdnQHaG9.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-U9MbyoXhmRLFaeSA1ZBdnQHaG9.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-gqpJiMu1LScGJ3ay3H2cKwHaIX.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-gqpJiMu1LScGJ3ay3H2cKwHaIX.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-ObBeU01CowwFA8stRy_fggHaE7.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-ObBeU01CowwFA8stRy_fggHaE7.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-cosK13S-GM-fHg-iJWpRZQHaE8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/OIP-cosK13S-GM-fHg-iJWpRZQHaE8.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-5QQxtfk3m1yOqyilJY6p7gHaHm.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/OIP-5QQxtfk3m1yOqyilJY6p7gHaHm.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-a8h7CdALLo-P6rIy9l9CFgHaFX.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/spider/OIP-a8h7CdALLo-P6rIy9l9CFgHaFX.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-hYmb7876zVaIhXcm6XnmqQHaH5.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-hYmb7876zVaIhXcm6XnmqQHaH5.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-svrZdcdFXfeG7OINmNZQsQHaF7.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-svrZdcdFXfeG7OINmNZQsQHaF7.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-geKiYb_uZ4JuSbAC0oObKAHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/horse/OIP-geKiYb_uZ4JuSbAC0oObKAHaHa.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-FvV0g8r8m0cEj9tdRutvZwHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/squirrel/OIP-FvV0g8r8m0cEj9tdRutvZwHaFj.jpeg,0,0,0,0,0,0,0,0,0,1,train
274.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/274.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-l0yiq8jNin1CiFWnOThydwHaE5.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/chicken/OIP-l0yiq8jNin1CiFWnOThydwHaE5.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-Dx6-kQ8v8EIoE7HYFQdHqgHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/train/dog/OIP-Dx6-kQ8v8EIoE7HYFQdHqgHaFj.jpeg,0,0,0,0,1,0,0,0,0,0,train
